app_name,category,query,prediction,label,is_correct,tool_name_correct,params_correct
闲鱼,订单,打开闲鱼，帮我看看那些已经下架的商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""已下架"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""无"", ""product_status"": ""已下架"", ""transaction_type"": ""我发布的""}}",False,False,False
闲鱼,订单,在闲鱼中查看我卖出的商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我卖出的"", ""order_status"": ""我卖出的""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,能否在闲鱼中查一下我卖出的所有物品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我卖出的"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,在闲鱼中查看卖出商品的待付款订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我卖出的"", ""order_status"": ""待付款""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待付款"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,去闲鱼瞧瞧卖出商品里待发货的货品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""卖出商品"", ""order_status"": ""待发货""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待发货"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,帮我在闲鱼查看我已卖出但还未收货的商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我卖出的"", ""order_status"": ""待收货""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待收货"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,打开闲鱼检查一下我卖出的商品有没有需要评价的,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我卖出的"", ""order_status"": ""待评价""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待评价"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,帮我在闲鱼里瞧瞧退款中的商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""退款中的"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""退款中"", ""product_status"": ""无"", ""transaction_type"": ""我卖出的""}}",False,False,False
闲鱼,订单,帮我打开闲鱼，看看已入手商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我买到的"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
闲鱼,订单,帮我到闲鱼里查看我买的所有东西,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我买到的"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
闲鱼,订单,在闲鱼里瞧瞧我买到商品的待付款订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我买到的商品"", ""order_status"": ""待付款""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待付款"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
闲鱼,订单,我想在闲鱼上瞅瞅我买到商品的待发货订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我买到的商品"", ""order_status"": ""待发货""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待发货"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
闲鱼,订单,打开闲鱼，看看我买到商品里的待收货订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""我买到的商品"", ""order_status"": ""待收货""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待收货"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
闲鱼,订单,去闲鱼瞅瞅我买到商品的退款中的订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""买到的商品的退款"", ""order_status"": ""我买到的""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""退款中"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
闲鱼,订单,在闲鱼里面瞧瞧待评价的订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""闲鱼"", ""search_info"": ""待评价"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""闲鱼"", ""order_status"": ""待评价"", ""product_status"": ""无"", ""transaction_type"": ""我买到的""}}",False,False,False
抖音火山版,购物车,打开抖音火山版，去看看购物车,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""抖音火山版"", ""filter_type"": ""无""}}",False,False,False
抖音火山版,订单,在抖音火山版里瞧瞧我的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""抖音火山版"", ""order_status"": ""无""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""抖音火山版"", ""order_status"": ""无""}}",True,True,True
抖音火山版,收藏,你好，在抖音火山版里看看我收藏的商品,"{""tool_name"": ""open_favorite_goods"", ""tool_parameters"": {""app"": ""抖音火山版"", ""filter_type"": ""无"", ""order_type"": ""无""}}","{""tool_name"": ""open_favorite_goods"", ""tool_parameters"": {""app"": ""抖音火山版"", ""filter_type"": ""无"", ""order_type"": ""无""}}",True,True,True
抖音火山版,搜索,在抖音火山版里把商城的相机功能打开,"{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""抖音火山版""}}","{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""抖音火山版""}}",True,True,True
抖音火山版,客服,在抖音火山版中联系我的客服,"{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""抖音火山版""}}","{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""抖音火山版""}}",True,True,True
阿里巴巴,购物车,在阿里巴巴里面瞧瞧常购商品,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""常购""}}",False,False,False
阿里巴巴,购物车,打开阿里巴巴，查一下代发的采购车,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""代发""}}",False,False,False
阿里巴巴,购物车,在阿里巴巴上瞧瞧采购车里的现货,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""现货""}}",False,False,False
阿里巴巴,购物车,打开阿里巴巴，看看采购车,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""无""}}",False,False,False
阿里巴巴,搜索,在阿里巴巴里头用一下拍照功能,"{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""阿里巴巴""}}","{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""阿里巴巴""}}",True,True,True
阿里巴巴,订单,打开阿里巴巴，看看有哪些待发货的订单,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""order_status"": ""待发货""}}",False,False,False
阿里巴巴,订单,在阿里巴巴里瞧瞧待付款的订单,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""order_status"": ""待付款""}}",False,False,False
阿里巴巴,订单,在阿里巴巴中查看待评价订单,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""order_status"": ""待评价""}}",False,False,False
阿里巴巴,订单,在阿里巴巴里瞧瞧待收货的订单,"{""tool_name"": ""open_logistics_receive"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""待收货""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""order_status"": ""待收货""}}",False,False,False
阿里巴巴,收藏,在阿里巴巴中查看关注的店铺,"{""tool_name"": ""open_favorite_stores"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""无""}}","{""tool_name"": ""open_favorite_stores"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""无""}}",True,True,True
阿里巴巴,客服,在阿里巴巴里面找官方客服聊聊,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""阿里巴巴""}}",False,False,False
阿里巴巴,收藏,在阿里巴巴中查看收藏,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_favorite_goods"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""filter_type"": ""无"", ""order_type"": ""无""}}",False,False,False
阿里巴巴,订单,请帮我在阿里巴巴应用里进入退款-售后界面看看,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""阿里巴巴"", ""order_status"": ""退款-售后""}}",False,False,False
唯品会,订单,用唯品会看看那些已经取消的待付款订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""唯品会"", ""search_info"": ""已取消的待付款"", ""order_status"": ""已取消的待付款""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""已取消的待付款""}}",False,False,False
唯品会,订单,打开唯品会，查找我已完成的待付款订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""唯品会"", ""search_info"": ""已完成的待付款"", ""order_status"": ""已完成的待付款""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""已完成的待付款""}}",False,False,False
唯品会,订单,打开唯品会，看看有哪些订单还没付款,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""待付款""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""待付款""}}",True,True,True
唯品会,订单,帮我在唯品会里瞧瞧待评价的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""待评价""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""待评价""}}",True,True,True
唯品会,订单,能不能去唯品会看一下我有啥待收货的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""待收货""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""待收货""}}",True,True,True
唯品会,客服,去唯品会找客服咨询,"{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""唯品会""}}","{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""唯品会""}}",True,True,True
唯品会,订单,唯品会上，我想看看我的所有订单。,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""无""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""无""}}",True,True,True
唯品会,收藏,在唯品会查看我的心愿单,"{""tool_name"": ""open_favorite_goods"", ""tool_parameters"": {""app"": ""唯品会"", ""filter_type"": ""无"", ""order_type"": ""无""}}","{""tool_name"": ""open_favorite_goods"", ""tool_parameters"": {""app"": ""唯品会"", ""filter_type"": ""无"", ""order_type"": ""无""}}",True,True,True
唯品会,订单,请帮我打开唯品会的售后退换页面看看,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""唯品会"", ""search_info"": ""退换售后"", ""order_status"": ""退换售后""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""唯品会"", ""order_status"": ""退换售后""}}",False,False,False
唯品会,购物车,在唯品会中查看购物车,"{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""唯品会"", ""filter_type"": ""无""}}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""唯品会"", ""filter_type"": ""无""}}",True,True,True
唯品会,签到,打开唯品会进行签到,"{""tool_name"": ""sign_in"", ""tool_parameters"": {""app"": ""唯品会"", ""page_type"": ""无""}}","{""tool_name"": ""sign_in"", ""tool_parameters"": {""app"": ""唯品会"", ""page_type"": ""无""}}",True,True,True
唯品会,搜索,嘿，帮我在唯品会里面启动一下相机功能,"{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""唯品会""}}","{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""唯品会""}}",True,True,True
得物,搜索,在得物里面把搜索框的内容清除掉,"{""tool_name"": ""delete_search_history"", ""tool_parameters"": {""app"": ""得物""}}","{""tool_name"": ""delete_search_history"", ""tool_parameters"": {""app"": ""得物""}}",True,True,True
得物,搜索,请启动得物的相机功能,"{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""得物""}}","{""tool_name"": ""open_camera_search"", ""tool_parameters"": {""app"": ""得物""}}",True,True,True
得物,客服,在得物上面找客服聊聊,"{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""得物""}}","{""tool_name"": ""open_customer_service"", ""tool_parameters"": {""app"": ""得物""}}",True,True,True
得物,订单,打开得物，帮我看看订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""无""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""无""}}",True,True,True
得物,订单,请帮我在得物上查看一下需要付款的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""待付款""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""待付款""}}",True,True,True
得物,订单,帮我在得物上看看有哪些订单还没发货,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""待发货""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""待发货""}}",True,True,True
得物,订单,去得物瞧瞧待收货的东西,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""待收货""}}","{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""得物"", ""order_status"": ""待收货""}}",True,True,True
得物,订单,在得物里面瞧瞧我的评价,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""error"": ""No valid tool or parameter found to fulfill the request""}",True,True,True
得物,订单,帮我在得物上申请一个退款或者售后,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""apply_after_sales"", ""tool_parameters"": {""app"": ""得物""}}",False,False,False
得物,购物车,在得物查看我感兴趣的商品,"{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""得物"", ""filter_type"": ""降价""}}","{""tool_name"": ""open_cart_content"", ""tool_parameters"": {""app"": ""得物"", ""filter_type"": ""无""}}",False,True,False
转转,订单,打开转转，帮我瞧瞧我的购买记录,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""购买记录"", ""order_status"": ""我购买的""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,帮我在转转里面看看待付款的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待付款""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待付款"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,去转转里面瞧瞧待发货的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待发货""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待发货"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,打开转转，看看我的待收货订单状态,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待收货""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待收货"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,去转转里瞅瞅待评价的订单,"{""tool_name"": ""open_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待评价""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待评价"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,去转转里面瞅瞅退款售后的页面,"{""error"": ""No valid tool or parameter found to fulfill the request""}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""退款售后"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,去转转里面瞧瞧那些还没结束的退款售后情况,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""退款售后"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""未完结的退款售后"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,请打开转转，然后找到待评价的退款售后页面,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""退款售后"", ""order_status"": ""待评价""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""待评价的退款售后"", ""product_status"": ""无"", ""transaction_type"": ""我购买的""}}",False,False,False
转转,订单,请打开转转，查看我有什么发布的内容,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""发布的内容"", ""order_status"": ""无""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我发布的""}}",False,False,False
转转,订单,去转转里面瞧瞧我卖出去的商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""卖出去的商品"", ""order_status"": ""我卖出的""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""无"", ""product_status"": ""无"", ""transaction_type"": ""我卖的""}}",False,False,False
转转,订单,打开转转，看看我卖的正在进行中的物品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""正在进行中的物品"", ""order_status"": ""我卖出的""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""无"", ""product_status"": ""进行中的"", ""transaction_type"": ""我卖的""}}",False,False,False
转转,订单,打开转转查查已经完成的我的卖出订单,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""已完成的卖出订单"", ""order_status"": ""已完成的待付款""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""无"", ""product_status"": ""已完成的"", ""transaction_type"": ""我卖的""}}",False,False,False
转转,订单,打开转转，查看我已关闭的出售商品,"{""tool_name"": ""search_order"", ""tool_parameters"": {""app"": ""转转"", ""search_info"": ""已关闭的出售商品"", ""order_status"": ""我卖出的""}}","{""tool_name"": ""open_second_hand_orders"", ""tool_parameters"": {""app"": ""转转"", ""order_status"": ""无"", ""product_status"": ""已关闭的"", ""transaction_type"": ""我卖的""}}",False,False,False
