query,input,车辆候选列表,sysSessionId,output,appName,车型组合,category,category正确答案,mode,mode正确答案
鞍马出行车型的车有现金找零？哈密机场到巴里坤草原，哈萨克族司机说要收羊抵车费,"[{""content"":""# 用户需求：\n鞍马出行车型的车有现金找零？哈密机场到巴里坤草原，哈萨克族司机说要收羊抵车费\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""鞍马出行车型的车有现金找零？哈密机场到巴里坤草原，哈萨克族司机说要收羊抵车费\""}""}]",,sessionId20250606lhx1177,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
克拉玛依机场到魔鬼城，腾飞出行车型的车防沙膜破了，相机CMOS进沙索赔,"[{""content"":""# 用户需求：\n克拉玛依机场到魔鬼城，腾飞出行车型的车防沙膜破了，相机CMOS进沙索赔\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""克拉玛依机场到魔鬼城，腾飞出行车型的车防沙膜破了，相机CMOS进沙索赔\""}""}]",,sessionId20250606lhx1178,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
聚优出租车型的车能开专票？石河子机场到军垦博物馆，文物运输箱密码锁失灵,"[{""content"":""# 用户需求：\n聚优出租车型的车能开专票？石河子机场到军垦博物馆，文物运输箱密码锁失灵\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""聚优出租车型的车能开专票？石河子机场到军垦博物馆，文物运输箱密码锁失灵\""}""}]",,sessionId20250606lhx1179,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出租"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
和田机场到夜市，使用阳光出行车型的车，,"[{""content"":""# 用户需求：\n和田机场到夜市，使用阳光出行车型的车，\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""和田机场到夜市，使用阳光出行车型的车，\""}""}]",,sessionId20250606lhx1182,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
阿克苏机场到天山峡谷，环旅出行车型的车！落石砸坏保险杠叫拖车,"[{""content"":""# 用户需求：\n阿克苏机场到天山峡谷，环旅出行车型的车！落石砸坏保险杠叫拖车\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""阿克苏机场到天山峡谷，环旅出行车型的车！落石砸坏保险杠叫拖车\""}""}]",,sessionId20250606lhx1184,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
经济型分类能走小路？昌吉机场到天山天池，西王母庙闭馆要翻墙进入,"[{""content"":""# 用户需求：\n经济型分类能走小路？昌吉机场到天山天池，西王母庙闭馆要翻墙进入\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""经济型分类能走小路？昌吉机场到天山天池，西王母庙闭馆要翻墙进入\""}""}]",,sessionId20250606lhx1187,"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
阿拉尔市到塔里木河大桥，经济分类车型的车，要带灭火器！胡杨林烟熏镜头,"[{""content"":""# 用户需求：\n阿拉尔市到塔里木河大桥，经济分类车型的车，要带灭火器！胡杨林烟熏镜头\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""阿拉尔市到塔里木河大桥，经济分类车型的车，要带灭火器！胡杨林烟熏镜头\""}""}]",,sessionId20250606lhx1194,"```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
聚的新出租车型的车能带货？图木舒克到唐王城，考古队洛阳铲被当成危险品,"[{""content"":""# 用户需求：\n聚的新出租车型的车能带货？图木舒克到唐王城，考古队洛阳铲被当成危险品\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""聚的新出租车型的车能带货？图木舒克到唐王城，考古队洛阳铲被当成危险品\""}""}]",,sessionId20250606lhx1195,"```json
[{""app"": ""无"", ""category"": ""新出租车型"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
五家渠市到青格达湖，首汽约车车型的车，鱼探仪短路冒火花,"[{""content"":""# 用户需求：\n五家渠市到青格达湖，首汽约车车型的车，鱼探仪短路冒火花\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""五家渠市到青格达湖，首汽约车车型的车，鱼探仪短路冒火花\""}""}]",,sessionId20250606lhx1196,"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
享道出行车型的车底盘多高？昆玉市到昆仑山大峡谷，卫星电话掉进冰河,"[{""content"":""# 用户需求：\n享道出行车型的车底盘多高？昆玉市到昆仑山大峡谷，卫星电话掉进冰河\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""享道出行车型的车底盘多高？昆玉市到昆仑山大峡谷，卫星电话掉进冰河\""}""}]",,sessionId20250606lhx1199,"```json
[{""app"": ""享道出行"", ""category"": ""无"", ""mode"": ""无"", ""price"": false, ""price_min"": 0, ""price_max"": 0, ""fast"": false}]
```",未知,[],,无,,无
