query,input,车辆候选列表,output,appName,车型组合,category,category正确答案,mode,mode正确答案
南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元,"[{""content"":""# 用户需求：\n南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南宁青秀山到方特东盟神画，使用“聚的新出租”车型的车，价格约12元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚的新出租"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下,"[{""content"":""# 用户需求：\n乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""乌鲁木齐国际大巴扎到天山天池，叫腾飞新出租车型的车，预算18元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞新出租"", ""price"": true, ""price_min"": 18, ""price_max"": 18, ""fast"": false}]
```",未知,[],,无,,无
兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元,"[{""content"":""# 用户需求：\n兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""兰州黄河铁桥到兴隆山景区，选经济型分类，费用差不多11元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""无"", ""price"": true, ""price_min"": 11, ""price_max"": 11, ""fast"": false}]
```",未知,[],,无,,无
海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元,"[{""content"":""# 用户需求：\n海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""海口骑楼老街到火山口公园，使用风韵出行车型的车，价格区间9-12元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""风韵出行"", ""price"": true, ""price_min"": 9, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上,"[{""content"":""# 用户需求：\n三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""三亚亚龙湾到天涯海角，预约旅程专车车型的车，预估费用30元以上\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""旅程专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 30, ""price_max"": 100000, ""fast"": false}]
```",未知,[],,无,,无
珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内,"[{""content"":""# 用户需求：\n珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""珠海情侣路到长隆横琴湾酒店，叫“鞍马聚的-高档出租车”车型的车，价格35元内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-高档出租车"", ""price"": true, ""price_min"": 0, ""price_max"": 35, ""fast"": false}]
```",未知,[],,无,,无
佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元,"[{""content"":""# 用户需求：\n佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""佛山祖庙到顺德清晖园，使用365约车车型的车，费用约10元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""365约车"", ""price"": true, ""price_min"": 10, ""price_max"": 10, ""fast"": false}]
```",未知,[],,无,,无
常州中华恐龙园到天目湖，选神州专车类目，预算50元左右,"[{""content"":""# 用户需求：\n常州中华恐龙园到天目湖，选神州专车类目，预算50元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""常州中华恐龙园到天目湖，选神州专车类目，预算50元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""神州专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 50, ""price_max"": 50, ""fast"": false}]
```",未知,[],,无,,无
温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元,"[{""content"":""# 用户需求：\n温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""温州江心屿到楠溪江古村落，需要及时用车车型的车，价格固定7.6元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""及时用车车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 7.6, ""price_max"": 7.6, ""fast"": false}]
```",未知,[],,无,,无
南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元,"[{""content"":""# 用户需求：\n南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南昌滕王阁到鄱阳湖湿地，使用经济分类，费用差不多8元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 8, ""fast"": false}]
```",未知,[],,无,,无
贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元,"[{""content"":""# 用户需求：\n贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""贵阳甲秀楼到天河潭景区，叫聚优出行车型的车，预估9元至11元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""聚优出行"", ""price"": true, ""price_min"": 9, ""price_max"": 11, ""fast"": false}]
```",未知,[],,无,,无
石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元,"[{""content"":""# 用户需求：\n石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""石家庄正定隆兴寺到赵州桥，使用曹操出行车型的车，价格区间8-10元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 8, ""price_max"": 10, ""fast"": false}]
```",未知,[],,无,,无
太原晋祠到平遥古城，选特价拼车类目，费用12元上下,"[{""content"":""# 用户需求：\n太原晋祠到平遥古城，选特价拼车类目，费用12元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""太原晋祠到平遥古城，选特价拼车类目，费用12元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内,"[{""content"":""# 用户需求：\n呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""呼和浩特大召寺到希拉穆仁草原，需要首汽约车车型的车，预算20元以内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""首汽约车"", ""price"": true, ""price_min"": 0, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元,"[{""content"":""# 用户需求：\n拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""拉萨布达拉宫到纳木错，使用六座商务车型，价格差不多35元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""商务车"", ""mode"": ""无"", ""price"": true, ""price_min"": 35, ""price_max"": 35, ""fast"": false}]
```",未知,[],,无,,无
西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右,"[{""content"":""# 用户需求：\n西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西宁塔尔寺到青海湖二郎剑，叫品质专车，费用45元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""品质专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 45, ""price_max"": 45, ""fast"": false}]
```",未知,[],,无,,无
银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元,"[{""content"":""# 用户需求：\n银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""银川镇北堡影视城到沙湖景区，使用特快车服务，预估19元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 19, ""price_max"": 19, ""fast"": false}]
```",未知,[],,无,,无
徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元,"[{""content"":""# 用户需求：\n徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""徐州云龙湖到龟山汉墓，选经济型类目，价格固定8.5元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型类目"", ""mode"": ""无"", ""price"": true, ""price_min"": 8.5, ""price_max"": 8.5, ""fast"": false}]
```",未知,[],,无,,无
洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元,"[{""content"":""# 用户需求：\n洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""洛阳龙门石窟到白马寺，需要环旅出行车型的车，费用区间8-10元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""环旅出行"", ""price"": true, ""price_min"": 8, ""price_max"": 10, ""fast"": false}]
```",未知,[],,无,,无
桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内,"[{""content"":""# 用户需求：\n桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""桂林象鼻山到龙脊梯田，使用“鞍马聚的-低档”车型的车，价格19元内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""鞍马聚的-低档"", ""price"": true, ""price_min"": 19, ""price_max"": 19, ""fast"": false}]
```",未知,[],,无,,无
泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元,"[{""content"":""# 用户需求：\n泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""泉州开元寺到崇武古城，叫旅程约车车型的车，费用差不多8.3元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""旅程约车"", ""price"": true, ""price_min"": 8.3, ""price_max"": 8.3, ""fast"": false}]
```",未知,[],,无,,无
南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元,"[{""content"":""# 用户需求：\n南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南通狼山到濠河风景区，使用沛途出行车型的车，预算8元至9元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""沛途出行"", ""price"": true, ""price_min"": 8, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元,"[{""content"":""# 用户需求：\n绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""绍兴鲁迅故里到安昌古镇，选阳光出行车型的车，价格固定8.2元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""阳光出行"", ""price"": true, ""price_min"": 8.2, ""price_max"": 8.2, ""fast"": false}]
```",未知,[],,无,,无
嘉兴南湖到乌镇西栅，需要特惠快车类目车型的车，费用12元上下,"[{""content"":""# 用户需求：\n嘉兴南湖到乌镇西栅，需要特惠快车类目车型的车，费用12元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""嘉兴南湖到乌镇西栅，需要特惠快车类目车型的车，费用12元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
台州神仙居到国清寺，使用腾飞出行车型的车，预估7.5元左右,"[{""content"":""# 用户需求：\n台州神仙居到国清寺，使用腾飞出行车型的车，预估7.5元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""台州神仙居到国清寺，使用腾飞出行车型的车，预估7.5元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""腾飞出行"", ""price"": true, ""price_min"": 7.5, ""price_max"": 7.5, ""fast"": false}]
```",未知,[],,无,,无
盐城丹顶鹤保护区到荷兰花海，叫有滴出行车型的车，价格7元内,"[{""content"":""# 用户需求：\n盐城丹顶鹤保护区到荷兰花海，叫有滴出行车型的车，价格7元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""盐城丹顶鹤保护区到荷兰花海，叫有滴出行车型的车，价格7元内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""无"", ""mode"": ""有滴出行"", ""price"": true, ""price_min"": 7, ""price_max"": 7, ""fast"": false}]
```",未知,[],,无,,无
扬州瘦西湖到个园，使用经济分类，费用差不多8元,"[{""content"":""# 用户需求：\n扬州瘦西湖到个园，使用经济分类，费用差不多8元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""扬州瘦西湖到个园，使用经济分类，费用差不多8元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 8, ""fast"": false}]
```",未知,[],,无,,无
北京颐和园北宫门到南锣鼓巷，需要特惠快车和拼车组合，费用12元至15元之间,"[{""content"":""# 用户需求：\n北京颐和园北宫门到南锣鼓巷，需要特惠快车和拼车组合，费用12元至15元之间\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""北京颐和园北宫门到南锣鼓巷，需要特惠快车和拼车组合，费用12元至15元之间\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 15, ""fast"": false}]
```",未知,[],,无,,无
上海外滩观景台到迪士尼乐园，预约经济型或优享型车辆，价格区间8-20元,"[{""content"":""# 用户需求：\n上海外滩观景台到迪士尼乐园，预约经济型或优享型车辆，价格区间8-20元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""上海外滩观景台到迪士尼乐园，预约经济型或优享型车辆，价格区间8-20元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型, 优享型"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 20, ""fast"": false}]
```",未知,[],,无,,无
广州小蛮腰到长隆野生动物世界，使用特惠快车和曹操出行，预算控制在13元左右,"[{""content"":""# 用户需求：\n广州小蛮腰到长隆野生动物世界，使用特惠快车和曹操出行，预算控制在13元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""广州小蛮腰到长隆野生动物世界，使用特惠快车和曹操出行，预算控制在13元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""曹操出行"", ""price"": true, ""price_min"": 13, ""price_max"": 13, ""fast"": false}]
```",未知,[],,无,,无
深圳世界之窗到大梅沙海滨公园，需要拼车或六座商务车型，预估费用15元上下,"[{""content"":""# 用户需求：\n深圳世界之窗到大梅沙海滨公园，需要拼车或六座商务车型，预估费用15元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""深圳世界之窗到大梅沙海滨公园，需要拼车或六座商务车型，预估费用15元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""拼车, 六座商务车"", ""mode"": ""无"", ""price"": true, ""price_min"": 15, ""price_max"": 15, ""fast"": false}]
```",未知,[],,无,,无
杭州灵隐寺到西溪湿地，选特惠快车和品质专车组合，价格差不多18元至32元,"[{""content"":""# 用户需求：\n杭州灵隐寺到西溪湿地，选特惠快车和品质专车组合，价格差不多18元至32元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""杭州灵隐寺到西溪湿地，选特惠快车和品质专车组合，价格差不多18元至32元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 品质专车"", ""mode"": ""无"", ""price"": true, ""price_min"": 18, ""price_max"": 32, ""fast"": false}]
```",未知,[],,无,,无
南京玄武湖到牛首山景区，使用经济型与特价拼车混合派单，费用9元内,"[{""content"":""# 用户需求：\n南京玄武湖到牛首山景区，使用经济型与特价拼车混合派单，费用9元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""南京玄武湖到牛首山景区，使用经济型与特价拼车混合派单，费用9元内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型, 特价拼车"", ""mode"": ""无"", ""price"": true, ""price_min"": 0, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
成都宽窄巷子到熊猫基地，需要特惠快车车型或腾飞出行车型，车费约12.8元,"[{""content"":""# 用户需求：\n成都宽窄巷子到熊猫基地，需要特惠快车车型或腾飞出行车型，车费约12.8元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""成都宽窄巷子到熊猫基地，需要特惠快车车型或腾飞出行车型，车费约12.8元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 腾飞出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 12.8, ""price_max"": 12.8, ""fast"": false}]
```",未知,[],,无,,无
重庆洪崖洞到磁器口古镇，叫拼车车型和经济型车型，价格固定7元至9元,"[{""content"":""# 用户需求：\n重庆洪崖洞到磁器口古镇，叫拼车车型和经济型车型，价格固定7元至9元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""重庆洪崖洞到磁器口古镇，叫拼车车型和经济型车型，价格固定7元至9元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""拼车, 经济型车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 7, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
西安大雁塔到兵马俑博物馆，使用特惠快车或阳光出行车型，预估14元上下,"[{""content"":""# 用户需求：\n西安大雁塔到兵马俑博物馆，使用特惠快车或阳光出行车型，预估14元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""西安大雁塔到兵马俑博物馆，使用特惠快车或阳光出行车型，预估14元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 阳光出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 14, ""price_max"": 14, ""fast"": false}]
```",未知,[],,无,,无
武汉长江大桥到户部巷，需要优享型与特惠快车并行派单，费用19元至21元,"[{""content"":""# 用户需求：\n武汉长江大桥到户部巷，需要优享型与特惠快车并行派单，费用19元至21元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""武汉长江大桥到户部巷，需要优享型与特惠快车并行派单，费用19元至21元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""优享型, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 19, ""price_max"": 21, ""fast"": false}]
```",未知,[],,无,,无
青岛栈桥到崂山风景区，选特价拼车和环旅出行车型，预算不超过12元,"[{""content"":""# 用户需求：\n青岛栈桥到崂山风景区，选特价拼车和环旅出行车型，预算不超过12元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""青岛栈桥到崂山风景区，选特价拼车和环旅出行车型，预算不超过12元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特价拼车"", ""mode"": ""环旅出行"", ""price"": true, ""price_min"": 0, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
苏州寒山寺到周庄古镇，使用经济型或聚优出租车型的车，价格区间8-11元,"[{""content"":""# 用户需求：\n苏州寒山寺到周庄古镇，使用经济型或聚优出租车型的车，价格区间8-11元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""苏州寒山寺到周庄古镇，使用经济型或聚优出租车型的车，价格区间8-11元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型, 聚优出租"", ""mode"": ""无"", ""price"": true, ""price_min"": 8, ""price_max"": 11, ""fast"": false}]
```",未知,[],,无,,无
天津意式风情街到古文化街，需要特惠快车和妥妥E行车型的车，费用12.5元左右,"[{""content"":""# 用户需求：\n天津意式风情街到古文化街，需要特惠快车和妥妥E行车型的车，费用12.5元左右\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""天津意式风情街到古文化街，需要特惠快车和妥妥E行车型的车，费用12.5元左右\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 妥妥E行"", ""mode"": ""无"", ""price"": true, ""price_min"": 12.5, ""price_max"": 12.5, ""fast"": false}]
```",未知,[],,无,,无
郑州CBD到黄河游览区，预约拼车与特惠快车混合派单，价格差不多7元,"[{""content"":""# 用户需求：\n郑州CBD到黄河游览区，预约拼车与特惠快车混合派单，价格差不多7元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""郑州CBD到黄河游览区，预约拼车与特惠快车混合派单，价格差不多7元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""拼车, 特惠快车"", ""mode"": ""无"", ""price"": true, ""price_min"": 7, ""price_max"": 7, ""fast"": false}]
```",未知,[],,无,,无
长沙火宫殿到靖港古镇，使用经济型或鞍马出行组合，预估8.3元至9元,"[{""content"":""# 用户需求：\n长沙火宫殿到靖港古镇，使用经济型或鞍马出行组合，预估8.3元至9元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""长沙火宫殿到靖港古镇，使用经济型或鞍马出行组合，预估8.3元至9元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型"", ""mode"": ""鞍马出行"", ""price"": true, ""price_min"": 8.3, ""price_max"": 9, ""fast"": false}]
```",未知,[],,无,,无
宁波天一阁到东钱湖，需要特惠快车和迪尔出行车型的车，车费12.6元内,"[{""content"":""# 用户需求：\n宁波天一阁到东钱湖，需要特惠快车和迪尔出行车型的车，车费12.6元内\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""宁波天一阁到东钱湖，需要特惠快车和迪尔出行车型的车，车费12.6元内\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车"", ""mode"": ""迪尔出行"", ""price"": true, ""price_min"": 12.6, ""price_max"": 12.6, ""fast"": false}]
```",未知,[],,无,,无
厦门环岛路到集美学村，选经济型或南京出租车型的车，费用7.4元至8元,"[{""content"":""# 用户需求：\n厦门环岛路到集美学村，选经济型或南京出租车型的车，费用7.4元至8元\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""厦门环岛路到集美学村，选经济型或南京出租车型的车，费用7.4元至8元\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""经济型, 南京出租车型"", ""mode"": ""无"", ""price"": true, ""price_min"": 7.4, ""price_max"": 8, ""fast"": false}]
```",未知,[],,无,,无
哈尔滨索菲亚教堂到太阳岛，使用特惠快车和有序出行车型的车，预算12元上下,"[{""content"":""# 用户需求：\n哈尔滨索菲亚教堂到太阳岛，使用特惠快车和有序出行车型的车，预算12元上下\n\n# 用户提供示例：\n\n\n**如果用户需求与用户提供示例相同时，必须输出用户提供的结果**"",""exts"":""{\""userHistoryInputContent\"":\""哈尔滨索菲亚教堂到太阳岛，使用特惠快车和有序出行车型的车，预算12元上下\""}""}]",[],"```json
[{""app"": ""无"", ""category"": ""特惠快车, 有序出行"", ""mode"": ""无"", ""price"": true, ""price_min"": 12, ""price_max"": 12, ""fast"": false}]
```",未知,[],,无,,无
